Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10631,Sam Walton: Made In America,Sam Walton,"Walton, Sam",John Huey,"=""0553562835""","=""9780553562835""",4,4.15,BANTAM BOOKS,Paperback,346,1993,,,2020/04/12,,,read,,,,1,0
44663857,Histoire de la Tunisie: De Carthage à nos jours (French Edition),Sophie Bessis,"Bessis, Sophie",,"=""""","=""9791021021433""",0,4.22,Tallandier,Kindle Edition,505,2019,,,2021/10/31,currently-reading,currently-reading (#2),currently-reading,,,,1,0
170486,The Wisdom of Teams: Creating the High-Performance Organization,Jon R. Katzenbach,"Katzenbach, Jon R.",Douglas K. Smith,"=""""","=""""",0,3.84,HarperBusiness,Paperback,352,2006,1993,,2021/12/05,to-read,to-read (#89),to-read,,,,0,0
7315573,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,"Follett, Ken",,"=""0525951652""","=""9780525951650""",0,4.32,Viking,Hardcover,985,2010,2010,,2021/10/08,to-read,to-read (#88),to-read,,,,0,0
17118897,Down and Out in Paris and London (Great Orwell),George Orwell,"Orwell, George",,"=""0141393033""","=""9780141393032""",0,4.09,Penguin Classic,Mass Market Paperback,216,2013,1933,,2021/10/08,to-read,to-read (#87),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",0,4.35,Penguin Books,Paperback,976,2007,1989,,2021/10/08,to-read,to-read (#86),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",5,4.37,Ballantine Books,Mass Market Paperback,466,2015,1965,,2021/07/18,,,read,,,,1,0
13435889,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",Paul Tough,"Tough, Paul",,"=""0547564651""","=""9780547564654""",0,3.89,Mariner Books,Hardcover,231,2012,2012,,2021/07/18,to-read,to-read (#85),to-read,,,,0,0
56997619,Thrivers,Michele Borba,"Borba, Michele",,"=""0593085280""","=""9780593085288""",0,4.05,Putnam Adult,Kindle Edition,320,2021,,,2021/07/18,to-read,to-read (#84),to-read,,,,0,0
40796147,How To Raise Successful People: Simple Lessons for Radical Results,Esther Wojcicki,"Wojcicki, Esther",Естер Войчицькі,"=""1328974863""","=""9781328974860""",0,3.92,Mariner Books,Hardcover,336,2019,2019,,2021/07/18,to-read,to-read (#83),to-read,,,,0,0
25814503,UnSelfie: Why Empathetic Kids Succeed in Our All-About-Me World,Michele Borba,"Borba, Michele",,"=""1501110039""","=""9781501110030""",0,3.88,Touchstone,Hardcover,288,2016,2016,,2021/07/18,to-read,to-read (#82),to-read,,,,0,0
35457692,The Self-Driven Child: The Science and Sense of Giving Your Kids More Control Over Their Lives,William Stixrud,"Stixrud, William",Ned Johnson,"=""0735222517""","=""9780735222519""",0,4.34,Viking,Hardcover,384,2018,2018,,2021/07/18,to-read,to-read (#81),to-read,,,,0,0
23168823,How to Raise an Adult: Break Free of the Overparenting Trap and Prepare Your Kid for Success,Julie Lythcott-Haims,"Lythcott-Haims, Julie",,"=""1627791779""","=""9781627791779""",0,4.08,Henry Holt and Co.,Hardcover,368,2015,2015,,2021/07/18,to-read,to-read (#80),to-read,,,,0,0
29430725,How to Talk So Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7,Joanna Faber,"Faber, Joanna",Julie King,"=""1501131656""","=""9781501131653""",0,4.39,Scribner,Hardcover,385,2017,2017,,2021/07/18,to-read,to-read (#79),to-read,,,,0,0
287362,"Suzuki Guitar School, Vol 1: Guitar Part",Seth Himmelhoch,"Himmelhoch, Seth","Andrew LaFreniere, Louis Brown","=""0874873886""","=""9780874873887""",0,4.38,SUZUKI,Paperback,24,1999,1995,,2021/07/18,to-read,to-read (#78),to-read,,,,0,0
1180058,Young Children's Talent Education & Its Method,Shinichi Suzuki,"Suzuki, Shinichi",Kyoko Selden,"=""0874877709""","=""9780874877700""",0,3.83,Alfred Music,Paperback,72,1996,1996,,2021/07/18,to-read,to-read (#77),to-read,,,,0,0
177508,Nurtured by Love: The Classic Approach to Talent Education,Shinichi Suzuki,"Suzuki, Shinichi",Waltraud Suzuki,"=""0874875846""","=""9780874875843""",0,4.10,Alfred Music,Paperback,108,1993,1966,,2021/07/18,to-read,to-read (#76),to-read,,,,0,0
10852285,"If I Have to Tell You One More Time. . .: The Revolutionary Program That Gets Your Kids To Listen Without Nagging, Reminding, or Yelling",Amy McCready,"McCready, Amy",,"=""1585428647""","=""9781585428649""",0,4.10,Tarcher,Hardcover,320,2011,2011,,2021/07/18,to-read,to-read (#75),to-read,,,,0,0
35133297,"No More Mean Girls: The Secret to Raising Strong, Confident, and Compassionate Girls",Katie Hurley,"Hurley, Katie",,"=""0143130862""","=""9780143130864""",0,3.97,Tarcher,Paperback,336,2018,,,2021/07/18,to-read,to-read (#74),to-read,,,,0,0
18813645,The Gift of Failure: How the Best Parents Learn to Let Go So Their Children Can Succeed,Jessica Lahey,"Lahey, Jessica",,"=""0062299239""","=""9780062299239""",0,4.14,Harper,Hardcover,243,2015,2014,,2021/07/18,to-read,to-read (#73),to-read,,,,0,0
10353369,The Whole-Brain Child: Revolutionary Strategies to Nurture Your Child's Developing Mind,Daniel J. Siegel,"Siegel, Daniel J.",Tina Payne Bryson,"=""0553807919""","=""9780553807912""",0,4.27,Delacorte Press,Hardcover,192,2011,2011,,2021/07/18,to-read,to-read (#72),to-read,,,,0,0
188497,"Positive Discipline: The Classic Guide to Helping Children Develop Self-Discipline, Responsibility, Cooperation, and Problem-Solving Skills",Jane Nelsen,"Nelsen, Jane",,"=""0345487672""","=""9780345487674""",0,4.24,Ballantine Books,Paperback,349,2006,1981,,2021/07/18,to-read,to-read (#71),to-read,,,,0,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",0,4.23,Rupa & Co,Paperback,127,2003,1923,,2021/07/18,to-read,to-read (#70),to-read,,,,0,0
4473,A Prayer for Owen Meany,John Irving,"Irving, John",,"=""0552135399""","=""9780552135399""",0,4.24,Black Swan,Paperback,637,1990,1989,,2021/07/18,to-read,to-read (#69),to-read,,,,0,0
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,"=""0393341763""","=""9780393341768""",0,4.00,W. W. Norton & Company,Paperback,240,2019,1962,,2021/07/18,to-read,to-read (#68),to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.28,Penguin,Paperback,671,2002,1866,,2021/07/18,to-read,to-read (#67),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,4.00,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2021/07/18,to-read,to-read (#66),to-read,,,,0,0
5479,Brave New World and Brave New World Revisited,Aldous Huxley,"Huxley, Aldous",Christopher Hitchens,"=""0060776099""","=""9780060776091""",0,4.00,Harper Perennial Modern Classics,Paperback,340,2005,1932,,2021/07/18,to-read,to-read (#65),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.07,Business Plus,Kindle Edition,288,2012,2012,,2021/07/13,to-read,to-read (#64),to-read,,,,0,0
5771014,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Coyle, Daniel",John Farrell,"=""1598878735""","=""9781598878738""",4,4.03,HighBridge Company,Audio CD,288,2009,2009,,2021/07/08,,,read,,,,1,0
33517721,The Culture Code: The Secrets of Highly Successful Groups,Daniel Coyle,"Coyle, Daniel",,"=""0804176981""","=""9780804176989""",5,4.25,Bantam,Hardcover,304,2018,2017,,2021/05/15,,,read,,,,1,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",5,4.15,Riverhead Books,Hardcover,280,2020,2020,2021/06/12,2021/05/15,,,read,,,,1,0
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,"=""052553654X""","=""""",5,4.06,Portfolio,Kindle Edition,302,2019,2019,,2021/05/15,,,read,,,,1,0
4122,"Built to Last: Successful Habits of Visionary Companies (Good to Great, 2)",Jim Collins,"Collins, Jim",Jerry I. Porras,"=""0060566108""","=""9780060566104""",5,4.06,Harper Business,Hardcover,368,2004,1994,2021/05/31,2020/04/12,,,read,,,,2,0
30962055,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,"Alter, Adam",,"=""1594206643""","=""9781594206641""",0,3.85,Penguin Press,Hardcover,368,2017,2017,,2021/05/16,to-read,to-read (#63),to-read,,,,0,0
15811497,"Drunk Tank Pink: And Other Unexpected Forces that Shape How We Think, Feel, and Behave",Adam Alter,"Alter, Adam",,"=""1594204543""","=""9781594204548""",0,3.56,Penguin Press,Hardcover,272,2013,2013,,2021/05/16,to-read,to-read (#62),to-read,,,,0,0
45892276,You're Not Listening: What You're Missing and Why It Matters,Kate   Murphy,"Murphy, Kate",,"=""1250297192""","=""9781250297198""",0,4.08,Celadon Books,Hardcover,278,2020,2020,,2021/05/15,to-read,to-read (#61),to-read,,,,0,0
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",0,3.95,Viking,Hardcover,326,2016,2016,,2021/05/15,to-read,to-read (#60),to-read,,,,0,0
38398157,Blitzscaling: The Lightning-Fast Path to Building Massively Valuable Companies,Reid Hoffman,"Hoffman, Reid","Chris Yeh, Bill  Gates","=""1524761419""","=""9781524761417""",0,3.96,Crown Currency,Hardcover,336,2018,2018,,2021/05/15,to-read,to-read (#59),to-read,,,,0,0
55333978,Post Corona: From Crisis to Opportunity,Scott Galloway,"Galloway, Scott",,"=""0593332210""","=""9780593332214""",0,3.96,Portfolio,Hardcover,256,2020,2020,,2021/05/15,to-read,to-read (#58),to-read,,,,0,0
50772888,No Filter: The Inside Story of Instagram,Sarah Frier,"Frier, Sarah",,"=""1982126809""","=""9781982126803""",0,4.11,Simon & Schuster,Hardcover,352,2020,2020,,2021/05/15,to-read,to-read (#57),to-read,,,,0,0
38390751,The Infinite Game,Simon Sinek,"Sinek, Simon",,"=""073521350X""","=""9780735213500""",0,4.17,Portfolio,Hardcover,251,2019,2017,,2021/05/15,to-read,to-read (#56),to-read,,,,0,0
55539565,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,"=""1984878107""","=""9781984878106""",0,4.13,Viking Books,Hardcover,307,2021,2021,,2021/05/15,to-read,to-read (#55),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.08,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2021/05/15,to-read,to-read (#54),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",0,4.47,Random House,Hardcover,352,2018,2018,,2021/05/15,to-read,to-read (#53),to-read,,,,0,0
54814834,Under a White Sky: The Nature of the Future,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0593136276""","=""9780593136270""",0,4.10,Crown,Hardcover,234,2021,2021,,2021/05/15,to-read,to-read (#52),to-read,,,,0,0
1454170,Éthique à Nicomaque,Aristotle,"Aristotle, Aristotle",Aristote,"=""271160022X""","=""9782711600229""",0,4.00,Librairie Philosophique J. Vrin,Paperback,532,1990,-350,,2021/04/01,to-read,to-read (#51),to-read,,,,0,0
1519576,L'existentialisme est un humanisme : Sartre (Philo-textes),Arnaud Tomes,"Tomes, Arnaud",,"=""2729899294""","=""9782729899295""",0,3.55,ELLIPSES,Paperback,64,1999,1999,,2021/04/01,to-read,to-read (#50),to-read,,,,0,0
774027,La Chute,Albert Camus,"Camus, Albert",,"=""2070360105""","=""9782070360109""",0,4.03,Gallimard,Mass Market Paperback,160,1972,1956,,2021/04/01,to-read,to-read (#49),to-read,,,,0,0
1484007,Par-delà le bien et le mal,Friedrich Nietzsche,"Nietzsche, Friedrich","Marc Sautet, Henri Albert","=""2253056146""","=""9782253056140""",0,4.03,Le Livre de Poche,Mass Market Paperback,413,1991,1886,,2021/04/01,to-read,to-read (#48),to-read,,,,0,0
22682238,"Le Prince de Nicolas Machiavel, Traduit & Commenté (Éd.1684) (Philosophie) (French Edition)",Niccolò Machiavelli,"Machiavelli, Niccolò",,"=""2012570852""","=""9782012570856""",0,3.84,Hachette Livre Bnf,Paperback,314,2012,1513,,2021/04/01,to-read,to-read (#47),to-read,,,,0,0
18952284,Marc-Aurèle - Pensées pour moi-même,Marcus Aurelius,"Aurelius, Marcus","Ernest Renan, Gaston Boissier, Auguste Couat, Jules Barthélemy-Saint-Hilaire","=""2917628987""","=""""",0,4.28,Editions la Bibliothèque Digitale,Kindle Edition,589,2012,180,,2021/04/01,to-read,to-read (#46),to-read,,,,0,0
42921509,The Book of Disappearance,Ibtisam Azem,"Azem, Ibtisam",Sinan Antoon,"=""0815611110""","=""9780815611110""",0,4.13,Syracuse University Press,Paperback,256,2019,2014,,2021/03/04,to-read,to-read (#45),to-read,,,,0,0
